time,host,ip,id,t,dt,gap,state,st,hid,pos,ct,ctpos,err,errp,trim,lag,ls,wt,sk,ahead,amin,rs,nb,buf,bf,rate,ratio,drift,w,dw,off,ort,ns,ep,tcage,rtt,step,tun,v
2026-08-12T16:25:22.000+00:00,simukka-atom,10.0.1.237,d0340e,403.6,5.0,1,playing,play,1,418.56,418.57,10,-12,-21,75,0,0,0,0,1406.8,1407.7,4,1,0,0,2000,2,-2000,0,0,975853901.5,16,36,6,5014,22,,"sl:500,rl:2000",2
2026-08-12T16:25:27.000+00:00,simukka-atom,10.0.1.237,d0340e,409.0,5.4,1,playing,play,1,423.89,423.96,70,-5,-13,75,0,0,0,0,1401.4,1401.7,4,1,0,0,2000,-3,-2000,0,0,975853901.5,16,35,6,7011,369,,"sl:500,rl:2000",2
2026-08-12T16:25:32.000+00:00,simukka-atom,10.0.1.237,d0340e,414.0,5.0,1,playing,play,1,428.93,429.00,70,22,22,75,0,0,0,0,1396.4,1396.7,4,1,0,0,2000,-8,-2000,0,0,975853901.4,16,35,6,5017,28,,"sl:500,rl:2000",2
2026-08-12T16:25:37.000+00:00,simukka-atom,10.0.1.237,d0340e,419.1,5.1,1,playing,play,1,433.99,434.01,20,13,13,75,0,0,1,0,1477.4,1394.7,4,1,0,0,1720,-14,-1999,1,280,975853901.2,16,35,6,5033,43,,"sl:500,rl:2000",2
2026-08-12T16:25:42.000+00:00,simukka-atom,10.0.1.237,d0340e,424.1,5.0,1,playing,play,1,439.03,439.00,-30,-80,-86,75,43,2,1,0,1472.4,1472.8,4,1,0,0,2000,-14,-2000,1,280,975853901.2,16,35,6,7078,28,,"sl:500,rl:2000",2
2026-08-12T16:25:47.000+00:00,simukka-atom,10.0.1.237,d0340e,429.1,5.0,1,playing,play,1,444.03,444.06,30,-55,-63,75,0,0,0,0,1467.3,1467.7,4,1,0,0,2000,-17,-2000,0,0,975853901.0,16,35,6,5018,44,,"sl:500,rl:2000",2
2026-08-12T16:25:52.000+00:00,simukka-atom,10.0.1.237,d0340e,434.2,5.1,1,playing,play,1,449.17,449.11,-60,-23,-31,75,1,0,0,0,1462.3,1462.7,4,1,0,0,2000,-11,-2000,0,0,975853900.4,17,36,6,5025,33,,"sl:500,rl:2000",2
2026-08-12T16:25:57.000+00:00,simukka-atom,10.0.1.237,d0340e,439.3,5.1,1,playing,play,1,454.21,454.24,30,-18,-26,75,0,0,0,0,1543.5,1458.7,4,1,0,0,2000,-7,-2000,0,0,975853900.4,17,36,6,7236,122,,"sl:500,rl:2000",2
2026-08-12T16:26:02.000+00:00,simukka-atom,10.0.1.237,d0340e,444.3,5.0,1,playing,play,1,459.21,459.28,70,-19,-27,75,0,0,1,0,1538.5,1539.1,4,1,0,0,2000,-8,-2000,0,0,975853900.3,17,36,6,5014,22,,"sl:500,rl:2000",2
2026-08-12T16:26:07.000+00:00,simukka-atom,10.0.1.237,d0340e,449.3,5.0,1,playing,play,1,464.27,464.31,40,7,7,75,1,0,0,0,1533.5,1534.1,4,1,0,0,2000,-9,-2000,0,0,975853900.3,17,36,6,5014,21,,"sl:500,rl:2000",2
2026-08-12T16:26:12.000+00:00,simukka-atom,10.0.1.237,d0340e,454.5,5.2,1,playing,play,1,469.39,469.43,40,3,-5,75,0,0,0,0,1528.3,1529.1,4,1,0,0,2000,-12,-2000,0,0,975853900.1,17,36,6,7351,114,,"sl:500,rl:2000",2
2026-08-12T16:26:18.000+00:00,simukka-atom,10.0.1.237,d0340e,459.5,5.0,1,playing,play,1,474.44,474.51,70,6,6,75,0,0,0,0,1609.8,1525.1,4,1,0,0,2000,-22,-2000,0,0,975853902.3,17,36,6,5042,66,,"sl:500,rl:2000",2
2026-08-12T16:26:23.000+00:00,simukka-atom,10.0.1.237,d0340e,464.5,5.0,1,playing,play,1,479.49,479.46,-30,-63,-63,75,43,2,1,0,1604.9,1605.7,4,1,0,0,2000,-32,-2000,2,186,975853897.8,18,36,6,5013,22,,"sl:500,rl:2000",2
2026-08-12T16:26:28.000+00:00,simukka-atom,10.0.1.237,d0340e,469.6,5.1,1,playing,play,1,484.49,484.50,10,-75,-83,75,0,0,1,0,1599.8,1600.7,4,1,0,0,2000,-34,-2000,0,0,975853897.6,18,36,6,5016,25,,"sl:500,rl:2000",2
2026-08-12T16:26:33.000+00:00,simukka-atom,10.0.1.237,d0340e,474.6,5.0,1,playing,play,1,489.54,489.53,-10,-45,-51,75,0,0,0,0,1594.8,1595.7,4,1,0,0,2000,-34,-2000,0,0,975853899.2,17,36,6,5012,20,,"sl:500,rl:2000",2
2026-08-12T16:26:38.000+00:00,simukka-atom,10.0.1.237,d0340e,479.6,5.0,1,playing,play,1,494.58,494.58,0,-51,-59,75,0,0,0,0,1589.8,1590.7,4,1,0,0,2000,-29,-2000,0,0,975853899.1,17,36,6,5021,38,,"sl:500,rl:2000",2
2026-08-12T16:26:43.000+00:00,simukka-atom,10.0.1.237,d0340e,484.7,5.1,1,playing,play,1,499.63,499.66,30,-27,-49,75,1,0,1,0,1671.0,1587.7,4,1,0,0,2000,-8,-2000,0,0,975853899.9,11,36,6,5036,72,,"sl:500,rl:2000",2
2026-08-12T16:26:48.000+00:00,simukka-atom,10.0.1.237,d0340e,489.7,5.0,1,playing,play,1,504.68,504.70,20,-18,-26,75,0,0,0,0,1666.0,1666.0,4,1,0,0,2000,-9,-2000,0,0,975853899.8,11,36,6,5014,22,,"sl:500,rl:2000",2
2026-08-12T16:26:53.000+00:00,simukka-atom,10.0.1.237,d0340e,494.8,5.1,1,playing,play,1,509.69,509.75,60,-8,-16,75,0,0,0,0,1660.9,1661.0,4,1,0,0,2000,-9,-2000,0,0,975853899.8,11,36,6,5016,46,,"sl:500,rl:2000",2
2026-08-12T16:26:58.000+00:00,simukka-atom,10.0.1.237,d0340e,499.8,5.0,1,playing,play,1,514.73,514.78,50,12,12,75,0,0,0,0,1655.9,1656.0,4,1,0,0,2000,-9,-2000,0,0,975853899.8,11,36,6,7565,18,,"sl:500,rl:2000",2
2026-08-12T16:27:03.000+00:00,simukka-atom,10.0.1.237,d0340e,504.8,5.0,1,playing,play,1,519.74,519.82,80,7,7,75,0,0,0,0,1736.7,1654.0,4,1,0,0,2000,-8,-2000,0,0,975853899.7,11,36,6,5020,29,,"sl:500,rl:2000",2
2026-08-12T16:27:08.000+00:00,simukka-atom,10.0.1.237,d0340e,509.9,5.1,1,playing,play,1,524.80,524.83,30,3,41,75,43,1,1,0,1731.7,1731.8,4,1,0,0,1466,-11,-1994,1,534,975853899.6,11,36,6,5020,33,,"sl:500,rl:2000",2
2026-08-12T16:27:13.000+00:00,simukka-atom,10.0.1.237,d0340e,515.0,5.1,1,playing,play,1,529.87,529.88,10,-69,-75,75,43,1,1,0,1726.6,1726.9,4,1,0,0,2000,-20,-2000,1,534,975853900.1,14,36,6,7685,84,,"sl:500,rl:2000",2
2026-08-12T16:27:18.000+00:00,simukka-atom,10.0.1.237,d0340e,520.0,5.0,1,playing,play,1,534.91,534.93,20,-26,-33,75,1,0,0,0,1721.6,1721.9,4,1,0,0,2000,-18,-2000,0,0,975853900.3,15,36,6,5017,37,,"sl:500,rl:2000",2
2026-08-12T16:27:23.000+00:00,simukka-atom,10.0.1.237,d0340e,525.0,5.0,1,playing,play,1,539.93,539.96,30,-36,-44,75,1,0,0,0,1802.6,1717.9,4,1,0,0,2000,-17,-2000,0,0,975853900.2,15,36,6,5015,23,,"sl:500,rl:2000",2
2026-08-12T16:27:28.000+00:00,simukka-atom,10.0.1.237,d0340e,530.1,5.1,1,playing,play,1,544.97,545.01,40,-6,-14,75,0,0,1,0,1797.5,1797.9,4,1,0,0,2000,-5,-2000,0,0,975853900.5,15,36,6,7733,30,,"sl:500,rl:2000",2
2026-08-12T16:27:33.000+00:00,simukka-atom,10.0.1.237,d0340e,535.1,5.0,1,playing,play,1,550.02,550.05,30,-12,-19,75,1,0,0,0,1792.5,1792.9,4,1,0,0,2000,2,-2000,0,0,975853901.0,15,36,6,5022,28,,"sl:500,rl:2000",2
2026-08-12T16:27:38.000+00:00,simukka-atom,10.0.1.237,d0340e,540.1,5.0,1,playing,play,1,555.02,555.09,70,-18,-26,75,0,0,0,0,1787.5,1787.9,4,1,0,0,2000,2,-2000,0,0,975853901.1,15,36,6,5022,29,,"sl:500,rl:2000",2
2026-08-12T16:27:43.000+00:00,simukka-atom,10.0.1.237,d0340e,545.1,5.0,1,playing,play,1,560.07,560.13,60,16,16,75,0,0,0,0,1782.4,1782.9,4,1,0,0,2000,1,-2000,0,0,975853901.0,15,36,6,7774,27,,"sl:500,rl:2000",2
2026-08-12T16:27:48.000+00:00,simukka-atom,10.0.1.237,d0340e,550.2,5.1,1,playing,play,1,565.11,565.17,60,11,11,75,0,0,1,0,1863.5,1781.9,4,1,0,0,2000,1,-2000,0,0,975853900.6,14,36,6,5021,30,,"sl:500,rl:2000",2
2026-08-12T16:27:53.000+00:00,simukka-atom,10.0.1.237,d0340e,555.2,5.0,1,playing,play,1,570.16,570.15,-10,-66,-69,75,43,2,0,0,1858.6,1859.1,4,1,0,0,2000,2,-2000,2,156,975853900.6,14,36,6,5031,53,,"sl:500,rl:2000",2
2026-08-12T16:27:58.000+00:00,simukka-atom,10.0.1.237,d0340e,560.3,5.1,1,playing,play,1,575.16,575.19,30,-66,-74,75,0,0,1,0,1853.5,1854.1,4,1,0,0,2000,6,-2000,0,0,975853900.7,14,36,6,5029,34,,"sl:500,rl:2000",2
2026-08-12T16:28:03.000+00:00,simukka-atom,10.0.1.237,d0340e,565.3,5.0,1,playing,play,1,580.21,580.22,10,-23,-32,75,1,0,0,0,1848.5,1849.1,4,1,0,0,2000,0,-2000,0,0,975853900.6,14,36,6,5011,17,,"sl:500,rl:2000",2
2026-08-12T16:28:08.000+00:00,simukka-atom,10.0.1.237,d0340e,570.3,5.0,1,playing,play,1,585.21,585.27,60,-40,-48,75,0,0,0,0,1929.5,1846.1,4,1,0,0,2000,0,-2000,0,0,975853900.6,14,36,6,5025,32,,"sl:500,rl:2000",2
2026-08-12T16:28:13.000+00:00,simukka-atom,10.0.1.237,d0340e,575.3,5.0,1,playing,play,1,590.26,590.30,40,-3,-11,75,0,0,1,0,1924.5,1925.1,4,1,0,0,2000,-1,-2000,0,0,975853900.6,14,36,6,5013,18,,"sl:500,rl:2000",2
2026-08-12T16:28:18.000+00:00,simukka-atom,10.0.1.237,d0340e,580.4,5.1,1,playing,play,1,595.31,595.35,40,6,6,75,0,0,0,0,1919.4,1920.1,4,1,0,0,2000,8,-2000,0,0,975853899.7,19,36,6,5013,43,,"sl:500,rl:2000",2
2026-08-12T16:28:23.000+00:00,simukka-atom,10.0.1.237,d0340e,585.4,5.0,1,playing,play,1,600.31,600.39,80,-9,-17,75,0,0,0,0,1914.4,1915.1,4,1,0,0,2000,11,-2000,0,0,975853899.9,16,36,6,5016,23,,"sl:500,rl:2000",2
2026-08-12T16:28:28.000+00:00,simukka-atom,10.0.1.237,d0340e,590.4,5.0,1,playing,play,1,605.36,605.42,60,20,20,75,0,0,0,0,1995.9,1910.1,4,1,0,0,2000,12,-2000,0,0,975853900.0,16,36,6,5015,20,,"sl:500,rl:2000",2
2026-08-12T16:28:34.000+00:00,simukka-atom,10.0.1.237,d0340e,595.5,5.1,1,playing,play,1,610.45,610.38,-70,-34,-34,75,43,1,1,0,1990.9,1991.7,4,1,0,0,2000,10,-2000,2,127,975853901.3,15,36,6,5021,30,,"sl:500,rl:2000",2
2026-08-12T16:28:39.000+00:00,simukka-atom,10.0.1.237,d0340e,600.6,5.1,1,playing,play,1,615.49,615.51,20,-58,-66,75,42,1,1,0,1985.8,1986.7,4,1,0,0,2000,6,-2000,0,0,975853901.3,15,36,6,5045,118,,"sl:500,rl:2000",2
2026-08-12T16:28:44.000+00:00,simukka-atom,10.0.1.237,d0340e,605.6,5.0,1,playing,play,1,620.54,620.54,0,-43,-51,75,0,0,0,0,1980.8,1981.7,4,1,0,0,2000,6,-2000,0,0,975853901.4,15,36,6,5014,19,,"sl:500,rl:2000",2
2026-08-12T16:28:49.000+00:00,simukka-atom,10.0.1.237,d0340e,610.7,5.1,1,playing,play,1,625.59,625.62,30,-22,-29,75,1,0,0,0,1975.7,1976.7,4,1,0,0,2000,5,-2000,0,0,975853901.4,15,36,6,5030,73,,"sl:500,rl:2000",2
2026-08-12T16:28:54.000+00:00,simukka-atom,10.0.1.237,d0340e,615.7,5.0,1,playing,play,1,630.68,630.70,20,-16,-24,75,0,0,1,0,2056.8,1974.7,4,1,0,0,2000,5,-2000,0,0,975853901.4,15,36,6,5060,69,,"sl:500,rl:2000",2
2026-08-12T16:28:59.000+00:00,simukka-atom,10.0.1.237,d0340e,620.8,5.1,1,playing,play,1,635.68,635.74,60,-27,-35,75,0,0,0,0,2051.8,2051.9,4,1,0,0,2000,9,-2000,0,0,975853901.5,15,36,6,5019,26,,"sl:500,rl:2000",2
2026-08-12T16:29:02.000+00:00,simukka-atom,10.0.1.237,d0340e,623.5,2.7,1,playing,play,0,638.39,638.44,50,-0,-4,75,0,0,0,0,2049.1,2049.1,4,1,0,0,2000,9,-2000,0,0,975853901.6,15,35,6,2687,22,,"sl:500,rl:2000",2
2026-08-12T16:29:03.000+00:00,simukka-atom,10.0.1.237,d0340e,624.5,1.0,0,playing,play,0,639.56,639.47,-90,-5,-6,75,0,0,0,0,2048.0,2048.1,4,1,0,0,2000,-5,-2000,0,0,975853898.5,9,43,6,1015,30,,"sl:500,rl:2000",2
2026-08-12T16:29:04.000+00:00,simukka-atom,10.0.1.237,d0340e,625.7,1.2,0,playing,play,0,640.66,640.65,-10,-7,-9,75,1,0,0,0,2046.9,2047.1,4,1,0,0,2000,-5,-2000,0,0,975853898.5,9,43,6,1022,170,,"sl:500,rl:2000",2
2026-08-12T16:29:05.000+00:00,simukka-atom,10.0.1.237,d0340e,627.0,1.3,0,playing,play,0,641.90,641.93,30,-4,-7,75,1,0,0,0,2045.6,2045.8,4,1,0,0,2000,-5,-2000,0,0,975853898.5,9,42,6,2307,283,,"sl:500,rl:2000",2
2026-08-12T16:29:06.000+00:00,simukka-atom,10.0.1.237,d0340e,628.0,1.0,0,playing,play,0,642.93,643.00,70,-1,-3,75,1,0,0,0,2044.5,2044.5,4,1,0,0,2000,-5,-2000,0,0,975853898.5,9,42,6,3367,58,,"sl:500,rl:2000",2
2026-08-12T16:29:07.000+00:00,simukka-atom,10.0.1.237,d0340e,629.0,1.0,0,playing,play,0,643.97,644.02,50,0,-1,75,1,0,0,0,2043.5,2043.5,4,1,0,0,2000,-5,-2000,0,0,975853898.5,9,42,6,4394,25,,"sl:500,rl:2000",2
2026-08-12T16:29:08.000+00:00,simukka-atom,10.0.1.237,d0340e,630.1,1.1,0,playing,play,0,645.00,645.07,70,6,6,75,0,0,0,0,2042.4,2042.5,4,1,0,0,2000,-5,-2000,0,0,975853898.5,9,43,6,3092,38,,"sl:500,rl:2000",2
2026-08-12T16:29:09.000+00:00,simukka-atom,10.0.1.237,d0340e,631.1,1.0,0,playing,play,0,646.03,646.01,-20,-77,-77,75,43,2,0,0,2041.5,2041.6,4,1,0,0,2000,-6,-2000,2,204,975853898.5,9,42,6,4116,22,,"sl:500,rl:2000",2
2026-08-12T16:29:10.000+00:00,simukka-atom,10.0.1.237,d0340e,632.1,1.0,0,playing,play,0,647.07,647.03,-40,-77,-79,75,1,0,0,0,2040.5,2040.6,4,1,0,0,2000,-6,-2000,0,0,975853898.4,9,42,6,1015,24,,"sl:500,rl:2000",2
2026-08-12T16:29:11.000+00:00,simukka-atom,10.0.1.237,d0340e,633.2,1.1,0,playing,play,0,648.09,648.08,-10,-77,-79,75,0,0,0,0,2039.5,2039.6,4,1,0,0,2000,-6,-2000,0,0,975853898.4,9,42,6,1017,42,,"sl:500,rl:2000",2
2026-08-12T16:29:12.000+00:00,simukka-atom,10.0.1.237,d0340e,634.2,1.0,0,playing,play,0,649.15,649.11,-40,-76,-78,75,1,0,0,0,2124.5,2038.8,4,1,0,0,2000,-6,-2000,0,0,975853898.4,9,42,6,2044,22,,"sl:500,rl:2000",2
2026-08-12T16:29:13.000+00:00,simukka-atom,10.0.1.237,d0340e,635.3,1.1,0,playing,play,0,650.22,650.19,-30,-74,-75,75,0,0,0,0,2123.4,2123.6,4,1,0,0,2000,-6,-2000,0,0,975853898.4,9,43,6,3126,80,,"sl:500,rl:2000",2
2026-08-12T16:29:14.000+00:00,simukka-atom,10.0.1.237,d0340e,636.4,1.1,0,playing,play,0,651.34,651.32,-20,-71,-73,75,0,0,1,0,2122.2,2122.3,4,1,0,0,2000,-6,-2000,0,0,975853898.4,9,42,6,4254,127,,"sl:500,rl:2000",2
2026-08-12T16:29:16.000+00:00,simukka-atom,10.0.1.237,d0340e,637.5,1.1,0,playing,play,0,652.43,652.42,-10,-68,-70,75,0,0,0,0,2121.2,2121.3,4,1,0,0,2000,-6,-2000,0,0,975853898.4,9,42,6,3261,92,,"sl:500,rl:2000",2
2026-08-12T16:29:17.000+00:00,simukka-atom,10.0.1.237,d0340e,638.5,1.0,0,playing,play,0,653.45,653.45,0,-66,-68,75,0,0,0,0,2120.1,2120.3,4,1,0,0,2000,-6,-2000,0,0,975853898.4,9,42,6,4296,33,,"sl:500,rl:2000",2
2026-08-12T16:29:18.000+00:00,simukka-atom,10.0.1.237,d0340e,639.6,1.1,0,playing,play,0,654.54,654.50,-40,-51,-52,75,1,0,0,0,2119.1,2119.3,4,1,0,0,2000,-6,-2000,0,0,975853898.4,9,43,6,3160,44,,"sl:500,rl:2000",2
2026-08-12T16:29:19.000+00:00,simukka-atom,10.0.1.237,d0340e,640.7,1.1,0,playing,play,0,655.65,655.64,-10,-71,-72,75,0,0,0,0,2117.9,2118.0,4,1,0,0,2000,-6,-2000,0,0,975853898.4,9,43,6,1106,133,,"sl:500,rl:2000",2
2026-08-12T16:29:20.000+00:00,simukka-atom,10.0.1.237,d0340e,641.9,1.2,0,playing,play,0,656.80,656.79,-10,-69,-70,75,1,0,0,0,2116.8,2117.0,4,1,0,0,2000,-10,-2000,0,0,975853898.3,9,42,6,2254,146,,"sl:500,rl:2000",2
2026-08-12T16:29:21.000+00:00,simukka-atom,10.0.1.237,d0340e,643.0,1.1,0,playing,play,0,657.89,657.89,0,-67,-69,75,1,0,0,0,2115.7,2115.8,4,1,0,0,2000,-10,-2000,0,0,975853898.3,9,42,6,3351,95,,"sl:500,rl:2000",2
2026-08-12T16:29:22.000+00:00,simukka-atom,10.0.1.237,d0340e,644.1,1.1,0,playing,play,0,659.01,659.03,20,-65,-66,75,1,0,0,0,2114.5,2114.8,4,1,0,0,2000,-10,-2000,0,0,975853898.3,9,42,6,4487,134,,"sl:500,rl:2000",2
2026-08-12T16:29:23.000+00:00,simukka-atom,10.0.1.237,d0340e,645.2,1.1,0,playing,play,0,660.13,660.12,-10,-46,-64,75,0,0,0,0,2113.5,2113.5,4,1,0,0,2000,-10,-2000,0,0,975853898.3,9,43,6,3307,86,,"sl:500,rl:2000",2
2026-08-12T16:29:24.000+00:00,simukka-atom,10.0.1.237,d0340e,646.2,1.0,0,playing,play,0,661.18,661.18,0,-57,-59,75,1,0,0,0,2112.4,2112.5,4,1,0,0,2000,-10,-2000,0,0,975853898.3,9,43,6,1044,59,,"sl:500,rl:2000",2
2026-08-12T16:29:25.000+00:00,simukka-atom,10.0.1.237,d0340e,647.3,1.1,0,playing,play,0,662.30,662.25,-50,-55,-56,75,0,0,0,0,2111.3,2111.5,4,1,0,0,2000,-10,-2000,0,0,975853898.3,9,42,6,2110,64,,"sl:500,rl:2000",2
2026-08-12T16:29:26.000+00:00,simukka-atom,10.0.1.237,d0340e,648.4,1.1,0,playing,play,0,663.35,663.35,0,-54,-55,75,1,0,0,0,2110.2,2110.5,4,1,0,0,2000,-10,-2000,0,0,975853898.3,9,42,6,3214,102,,"sl:500,rl:2000",2
2026-08-12T16:29:28.000+00:00,simukka-atom,10.0.1.237,d0340e,649.5,1.1,0,playing,play,0,664.42,664.40,-20,-51,-53,75,1,0,0,0,2109.2,2109.2,4,1,0,0,2000,-10,-2000,0,0,975853898.2,9,43,6,4259,45,,"sl:500,rl:2000",2
2026-08-12T16:29:29.000+00:00,simukka-atom,10.0.1.237,d0340e,650.6,1.1,0,playing,play,0,665.51,665.51,0,-45,-46,75,0,0,0,0,2108.1,2108.2,4,1,0,0,2000,-10,-2000,0,0,975853898.2,9,43,6,1065,103,,"sl:500,rl:2000",2
2026-08-12T16:29:30.000+00:00,simukka-atom,10.0.1.237,d0340e,651.6,1.0,0,playing,play,0,666.55,666.55,0,-52,-53,75,1,0,0,0,2107.0,2107.2,4,1,0,0,2000,-10,-2000,0,0,975853898.2,9,43,6,1032,41,,"sl:500,rl:2000",2
2026-08-12T16:29:31.000+00:00,simukka-atom,10.0.1.237,d0340e,652.7,1.1,0,playing,play,0,667.65,667.64,-10,-50,-52,75,1,0,0,0,2105.9,2106.2,4,1,0,0,2000,-13,-2000,0,0,975853898.1,9,42,6,2111,77,,"sl:500,rl:2000",2
2026-08-12T16:29:32.000+00:00,simukka-atom,10.0.1.237,d0340e,653.8,1.1,0,playing,play,0,668.73,668.74,10,-48,-50,75,1,0,0,0,2104.8,2104.9,4,1,0,0,2000,-13,-2000,0,0,975853898.1,9,42,6,3218,106,,"sl:500,rl:2000",2
2026-08-12T16:29:33.000+00:00,simukka-atom,10.0.1.237,d0340e,655.1,1.3,0,playing,play,0,670.01,670.04,30,-46,-48,75,0,0,0,0,2103.5,2103.6,4,1,0,0,2000,-21,-2000,0,0,975853898.3,17,43,6,4512,292,,"sl:500,rl:2000",2
2026-08-12T16:29:34.000+00:00,simukka-atom,10.0.1.237,d0340e,656.2,1.1,0,playing,play,0,671.09,671.11,20,-33,-34,75,0,0,0,0,2188.2,2102.6,4,1,0,0,2000,-21,-2000,0,0,975853898.2,17,43,6,3443,66,,"sl:500,rl:2000",2
2026-08-12T16:29:35.000+00:00,simukka-atom,10.0.1.237,d0340e,657.2,1.0,0,playing,play,0,672.14,672.15,10,-31,-32,75,0,0,0,0,2187.2,2187.4,4,1,0,0,2000,-20,-2000,0,0,975853898.2,17,42,6,4481,36,,"sl:500,rl:2000",2
2026-08-12T16:29:36.000+00:00,simukka-atom,10.0.1.237,d0340e,658.3,1.1,0,playing,play,0,673.21,673.23,20,-36,-37,75,0,0,1,0,2186.1,2186.1,4,1,0,0,2000,-20,-2000,0,0,975853898.2,17,42,6,1065,80,,"sl:500,rl:2000",2
2026-08-12T16:29:37.000+00:00,simukka-atom,10.0.1.237,d0340e,659.3,1.0,0,playing,play,0,674.26,674.28,20,-35,-36,75,1,0,0,0,2185.1,2185.1,4,1,0,0,2000,-20,-2000,0,0,975853898.2,17,42,6,2112,45,,"sl:500,rl:2000",2
2026-08-12T16:29:38.000+00:00,simukka-atom,10.0.1.237,d0340e,660.4,1.1,0,playing,play,0,675.31,675.34,30,-25,-27,75,0,0,0,0,2184.0,2184.1,4,1,0,0,2000,-38,-2000,0,0,975853891.6,31,43,6,3160,53,,"sl:500,rl:2000",2
2026-08-12T16:29:39.000+00:00,simukka-atom,10.0.1.237,d0340e,661.5,1.1,0,playing,play,0,676.39,676.42,30,-23,-25,75,0,0,0,0,2182.9,2183.1,4,1,0,0,2000,-38,-2000,0,0,975853891.5,31,43,6,4237,76,,"sl:500,rl:2000",2
2026-08-12T16:29:41.000+00:00,simukka-atom,10.0.1.237,d0340e,662.5,1.0,0,playing,play,0,677.44,677.49,50,-10,-12,75,1,0,0,0,2181.9,2182.1,4,1,0,0,2000,-38,-2000,0,0,975853891.5,31,43,6,2120,61,,"sl:500,rl:2000",2
2026-08-12T16:30:24.000+00:00,simukka-atom,10.0.1.237,af2942,0.1,,,idle,idle,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,2
2026-08-12T16:30:27.000+00:00,simukka-atom,10.0.1.237,af2942,3.1,3.0,1,idle,idle,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,2
2026-08-12T16:30:30.000+00:00,simukka-atom,10.0.1.237,af2942,6.2,3.1,1,idle,idle,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,2
2026-08-12T16:30:33.000+00:00,simukka-atom,10.0.1.237,af2942,9.2,3.0,1,idle,idle,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,2
2026-08-12T16:30:36.000+00:00,simukka-atom,10.0.1.237,af2942,12.2,3.0,1,idle,idle,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,2
2026-08-12T16:30:39.000+00:00,simukka-atom,10.0.1.237,af2942,15.2,3.0,1,idle,idle,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,2
2026-08-12T16:30:42.000+00:00,simukka-atom,10.0.1.237,af2942,18.3,3.1,1,idle,idle,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,2
2026-08-12T16:30:45.000+00:00,simukka-atom,10.0.1.237,af2942,21.3,3.0,1,idle,idle,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,2
2026-08-12T16:30:49.000+00:00,simukka-atom,10.0.1.237,af2942,24.4,3.1,1,idle,idle,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,2
2026-08-12T16:30:52.000+00:00,simukka-atom,10.0.1.237,af2942,27.4,3.0,1,idle,idle,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,2
2026-08-12T16:30:55.000+00:00,simukka-atom,10.0.1.237,af2942,30.5,3.1,1,idle,idle,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,2
2026-08-12T16:30:59.000+00:00,simukka-atom,10.0.1.237,af2942,34.1,3.6,1,preparing,idle,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,2
2026-08-12T16:31:00.000+00:00,simukka-atom,10.0.1.237,af2942,35.7,1.6,0,playing,idle,,0.17,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,2
2026-08-12T16:31:01.000+00:00,simukka-atom,10.0.1.237,af2942,36.7,1.0,0,playing,play,0,1.22,1.25,30,-1249,-1249,75,253,4,1,1,,,1,0,0,0,0,29,0,0,0,976560012.3,18,14,1,1027,25,,"sl:500,rl:2000",2
2026-08-12T16:31:02.000+00:00,simukka-atom,10.0.1.237,af2942,37.7,1.0,0,playing,play,0,2.30,2.09,-210,-234,-677,75,254,2,0,1,86.4,86.6,4,1,0,0,2000,29,0,1,2000,976560012.3,18,15,1,1036,41,,"sl:500,rl:2000",2
2026-08-12T16:31:03.000+00:00,simukka-atom,10.0.1.237,af2942,38.9,1.2,0,playing,play,0,3.47,3.03,-440,-460,-461,75,208,1,0,0,85.5,85.5,4,1,0,0,2000,29,0,0,0,976560012.3,18,15,1,1120,146,,"sl:500,rl:2000",2
2026-08-12T16:31:04.000+00:00,simukka-atom,10.0.1.237,af2942,40.0,1.1,0,playing,play,0,4.53,4.12,-410,-470,-471,75,0,0,0,0,84.4,84.5,4,1,0,0,2000,29,0,0,0,976560012.4,18,15,1,1050,83,,"sl:500,rl:2000",2
2026-08-12T16:31:05.000+00:00,simukka-atom,10.0.1.237,af2942,41.0,1.0,0,playing,play,0,5.59,5.17,-420,-468,-469,75,0,0,0,0,83.3,83.5,4,1,0,0,2000,29,0,0,0,976560012.4,18,15,1,2104,53,,"sl:500,rl:2000",2
2026-08-12T16:31:06.000+00:00,simukka-atom,10.0.1.237,af2942,42.1,1.1,0,playing,play,0,6.65,6.24,-410,-466,-467,75,0,0,1,0,82.3,82.5,4,1,0,0,2000,29,0,0,0,976560012.4,18,15,1,3171,65,,"sl:500,rl:2000",2
